query,true_intent,predicted_intent,confidence,interaction,num_interactions,is_correct,selection_category,dataset
My virtual card won't work.,virtual_card_not_working,unknown,0.0,"User: My virtual card won't work.
Chatbot: It seems like you're looking for something related to Card Issues. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['Physical Cards', 'Virtual Cards'])
User: I'm having trouble with my virtual card specifically. It just won't go through when I try to use it. Can you help me figure out what's going on?
Chatbot: It seems like you're looking for something related to Card Issues. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['Physical Cards', 'Virtual Cards'])
User: I already told you I'm having trouble with my virtual card! It just won't go through when I try to use it. Can you help me figure out what's wrong?
Chatbot: It seems like you're looking for something related to Card Issues. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['Physical Cards', 'Virtual Cards'])
User: I already told you I'm having issues with my virtual card! It's really frustrating because it just won't go through when I try to use it. Can you help me figure out what's wrong?
Chatbot: It seems like you're looking for something related to Card Issues. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['Physical Cards', 'Virtual Cards'])
User: I already told you I'm having issues with my virtual card! It's really frustrating that it keeps getting declined when I try to use it. Can you please help me figure out what's going on?
Chatbot: It seems like you're looking for something related to Card Issues. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['Physical Cards', 'Virtual Cards'])
User: I already told you I'm having issues with my virtual card! It's really frustrating that it keeps getting declined when I try to use it. Can you please help me figure out what's going on? I don't need to choose between options again; I just want to resolve this issue.",5,False,problematic_level2,banking77
regards,goodbye,unknown,0.0,"User: regards
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there might be some confusion here. I was just saying ""regards"" as a greeting. I didn't have a specific question. Can you help me with something?
Chatbot: There are a few things that might match: (['maybe', 'greeting']). Could you clarify a bit more?
User: I think there’s still a bit of confusion here. I was just saying ""regards"" as a friendly greeting, not looking for options or anything. I’m just trying to see if you can help me with something specific. Can we start over?
Chatbot: There are a few things that might match: (['maybe', 'greeting']). Could you clarify a bit more?
User: I think there's still a misunderstanding here. I was just trying to say hello with ""regards."" I don't need options or anything like that. I just want to see if you can help me with something specific. Can we just start fresh?
Chatbot: There are a few things that might match: (['maybe', 'greeting']). Could you clarify a bit more?
User: I think there's still a misunderstanding. I'm just trying to say hello with ""regards."" I don't need options or anything like that. Can we just start fresh? I have a specific question I’d like to ask.
Chatbot: It seems like you're looking for something related to meta. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['maybe', 'repeat', 'change_language'])
User: I think there's still some confusion here. I'm not looking for suggestions or options. I just want to ask a specific question. Can we skip the options and just get to it? I really need some help with something.",5,False,problematic_level2,clinc150
I am still awaiting the completion of the transaction.,transfer_not_received_by_recipient,pending_transfer,0.9377920662892648,"User: I am still awaiting the completion of the transaction.
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pending_transfer', 'transfer_not_received_by_recipient', 'transfer_timing'])
User: I'm just trying to figure out what's going on with my pending transfer. It's been a while, and I'm not sure if there's a delay or if something went wrong. Can you help me with that?
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pending_transfer', 'transfer_not_received_by_recipient', 'failed_transfer'])
User: I already mentioned that I'm trying to figure out what's going on with my pending transfer. Can you give me some info on that? It's been a while, and I'm getting a bit worried.",2,False,problematic_level1,banking77
can you help me unblock my account,account_blocked,unknown,0.0,"User: can you help me unblock my account
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up. I’m trying to say that I need help unblocking my account. Can you help me with that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['account_blocked', 'freeze_account', 'report_fraud'])
User: I just need help with my account being blocked. Can you guide me on how to unblock it?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['account_blocked', 'freeze_account', 'report_fraud'])
User: I already told you I need help with my account being blocked! Can you just give me the steps to unblock it? I don't need to choose from suggestions, I just want to know what to do next.
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['account_blocked', 'freeze_account', 'report_fraud'])
User: I already told you, my account is blocked! I just want to know how to unblock it. Can you please give me the steps or tell me what I need to do? This is really frustrating.
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['account_blocked', 'freeze_account', 'pin_change'])
User: I already told you my account is blocked! I just want to know how to unblock it. None of those options are helping me. Can you please just give me the steps or tell me what I need to do? This is really frustrating!",5,False,problematic_level2,clinc150
Why is my debit card being declined when I have money?,declined_card_payment,declined_card_payment,0.8221639661673775,"User: Why is my debit card being declined when I have money?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: Uh, I think you might be confused. I was asking why my debit card is getting declined even though I have money in my account. Can you help me figure that out?
Chatbot: There are a few things that might match: (['declined_cash_withdrawal', 'declined_card_payment']). Could you clarify a bit more?
User: Sure! I think it's more about the declined card payment. I was trying to make a purchase, and it just wouldn't go through. I checked my balance, and I definitely have enough money. Any idea why that might be happening?
Chatbot: There are a few things that might match: (['declined_card_payment', 'declined_cash_withdrawal']). Could you clarify a bit more?
User: I already told you it's about the declined card payment! I was trying to buy something, and it just wouldn't go through. I have money in my account, so I don't get why it's happening. Can you help me figure out what's going on?
Chatbot: There are a few things that might match: (['declined_card_payment', 'declined_cash_withdrawal']). Could you clarify a bit more?
User: I already told you it's about the declined card payment! I was trying to buy something, and it just wouldn't go through. I have money in my account, so I don't get why it's happening. Can you just help me figure out what's going on? This is really frustrating!",4,True,successful_level2,banking77
Do I have to do an identity check?,why_verify_identity,why_verify_identity,0.8878294414220207,"User: Do I have to do an identity check?
Chatbot: It seems like you're looking for something related to Verification. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity'])
User: I'm not really sure what those options mean. Can you just tell me if I need to do an identity check or not? Like, is it mandatory for something specific?
Chatbot: It seems like you're looking for something related to Verification. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity'])
User: I get that you're trying to help, but I'm really just looking for a straightforward answer. Do I need to do an identity check for something specific? Like, is it a requirement for signing up or something?",2,True,successful_level1,banking77
How long is it going to take for my funds to show in my account?,transfer_timing,balance_not_updated_after_cheque_or_cash_deposit,0.7981949119047907,"User: How long is it going to take for my funds to show in my account?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up. I was asking how long it usually takes for my funds to show up in my account after I make a deposit. Can you help me with that?
Chatbot: It seems like you're looking for something related to Account Management. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['balance_not_updated_after_cheque_or_cash_deposit', 'balance_not_updated_after_bank_transfer', 'edit_personal_details'])
User: I appreciate the options, but none of those really address my question. I'm just trying to find out how long it typically takes for my funds to show up in my account after I make a deposit. Can you help me with that?",2,False,problematic_level1,banking77
Can I dispute a payment even if I notice it several weeks after it was made?,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,0.81381152533194,"User: Can I dispute a payment even if I notice it several weeks after it was made?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I was just wondering if it's possible to dispute a payment even if I noticed it a few weeks after it was made. Like, is there a time limit or something for disputing charges?
Chatbot: It seems like you're looking for something related to Payment Problems. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['direct_debit_payment_not_recognised', 'reverted_card_payment?', 'pending_card_payment'])
User: I appreciate the options, but none of those really fit what I'm asking. I'm just trying to find out if there's a time limit for disputing a payment after it’s been made. Like, can I still dispute it if I noticed it weeks later?
Chatbot: It seems like you're looking for something related to Payment Problems. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['direct_debit_payment_not_recognised', 'reverted_card_payment?', 'pending_card_payment'])
User: I get that you're trying to help, but none of those options really address my question about disputing a payment after a few weeks. I'm just looking for info on whether there's a time limit for disputing a charge. Can you help me with that?",3,True,successful_level2,banking77
Why hasn't my transfer been made?,failed_transfer,pending_transfer,0.8990476248219343,"User: Why hasn't my transfer been made?
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['failed_transfer', 'transfer_not_received_by_recipient', 'pending_transfer'])
User: I'm not really sure what those options mean. My transfer just hasn't gone through, and I'm not sure why. Can you help me figure out what's going on?
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['failed_transfer', 'transfer_not_received_by_recipient', 'pending_transfer'])
User: I already mentioned that my transfer hasn't gone through, so I guess it would be a pending transfer? Can you help me understand why it's still pending?
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pending_transfer', 'failed_transfer', 'transfer_not_received_by_recipient'])
User: I already told you that my transfer is pending! Can you just help me figure out why it's still pending? I really need to know what's going on with it.",3,False,problematic_level2,banking77
Can I space out how often money is transferred along my travels?,automatic_top_up,balance_not_updated_after_bank_transfer,0.2101024608455712,"User: Can I space out how often money is transferred along my travels?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I was asking if I can set up my money transfers to happen at different times while I'm traveling, like maybe once a week instead of every day. Is that possible?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think you might be confused. I was asking if I can schedule my money transfers to happen less frequently while I'm traveling, like once a week instead of every day. Can I do that?",2,False,problematic_level1,banking77
"tell me how to spent ""frightened",spelling,unknown,0.0,"User: tell me how to spent ""frightened
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I meant to ask how to deal with feeling frightened or scared. Like, what are some ways to cope with those feelings?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there's still a misunderstanding. I was asking for advice on how to cope with feelings of fear or being scared. Like, what are some strategies or techniques I can use to deal with those emotions?
Chatbot: There are a few things that might match: (['maybe', 'what_can_i_ask_you']). Could you clarify a bit more?
User: I think there's still some confusion here. I'm just looking for some advice on how to cope with feelings of fear or being scared. Like, what are some techniques or strategies I can use to handle those emotions? Can you help with that?
Chatbot: There are a few things that might match: (['what_can_i_ask_you', 'maybe']). Could you clarify a bit more?
User: I’m not sure what you mean by that. I just want some tips on how to handle feelings of fear or being scared. Like, are there specific techniques or strategies I can try? It feels like we're going in circles here. Can you help me with that?
Chatbot: There are a few things that might match: (['what_can_i_ask_you', 'maybe']). Could you clarify a bit more?
User: I’m not sure what you mean by that. I just want some practical tips on how to cope with feelings of fear or being scared. Like, are there specific techniques I can try? It feels like we're not really getting anywhere with this. Can you help me out?",5,False,problematic_level2,clinc150
how is a vacation request done,pto_request,pto_request,0.8096418671407679,"User: how is a vacation request done
Chatbot: It seems like you're looking for something related to work. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pto_request_status', 'pto_request', 'pto_balance'])
User: I just want to know how to submit a vacation request. Can you help me with that?
Chatbot: It seems like you're looking for something related to work. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pto_request', 'pto_request_status', 'pto_balance'])
User: I just want to know how to submit a vacation request. Can you give me the steps or tell me where to go for that?",2,True,successful_level1,clinc150
is it after noon,time,time,0.8238038833458238,"User: is it after noon
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I was just asking if it's after noon right now. Can you help me with that?
Chatbot: It seems like you're looking for something related to utility. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['time', 'date', 'weather'])
User: I appreciate the options, but I'm really just trying to find out if it's after noon right now. Can you help me with that?
Chatbot: It seems like you're looking for something related to utility. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['time', 'date', 'weather'])
User: I think there's still a misunderstanding here. I'm just trying to find out if it's after noon right now. Can you tell me the current time or if it's past 12 PM?",3,True,successful_level2,clinc150
Is it possible to get a Visa here?,visa_or_mastercard,visa_or_mastercard,0.9042971886886314,"User: Is it possible to get a Visa here?
Chatbot: It seems like you're looking for something related to General Inquiries. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['country_support', 'visa_or_mastercard', 'receiving_money'])
User: I'm specifically interested in getting a Visa. Can you help me with the process or requirements for that?
Chatbot: It seems like you're looking for something related to General Inquiries. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['visa_or_mastercard', 'country_support', 'receiving_money'])
User: I already mentioned I'm interested in getting a Visa. Can you just give me the details on the process or requirements for that? I don't need to go through options again.
Chatbot: It seems like you're looking for something related to General Inquiries. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['visa_or_mastercard', 'country_support', 'receiving_money'])
User: Okay, I get that you're trying to help, but I've already told you I'm interested in getting a Visa. Can you just give me the details on the process or requirements for that? I really don't want to go through options again.",3,True,successful_level2,banking77
Can I get some money exchanged?,exchange_via_app,exchange_via_app,0.7619835237619831,"User: Can I get some money exchanged?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up. I was asking if I could get some money exchanged, like for currency or something. Can you help me with that?
Chatbot: It seems like you're looking for something related to General Inquiries. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['exchange_via_app', 'receiving_money', 'fiat_currency_support'])
User: Okay, I see what you're getting at. I think I need help with 'exchange_via_app.' Can you tell me how I can exchange currency using the app?",2,True,successful_level1,banking77
what do you think about me calling you cora,change_ai_name,change_ai_name,0.7925694535511072,"User: what do you think about me calling you cora
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up! I was just asking if it’s okay for me to call you Cora. What do you think?
Chatbot: It seems like you're looking for something related to meta. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['change_user_name', 'change_ai_name', 'user_name'])
User: I think there’s been a misunderstanding! I just want to know if it’s cool for me to call you Cora. I’m not looking to change any names or anything like that. What do you think?
Chatbot: It seems like you're looking for something related to meta. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['change_ai_name', 'change_user_name', 'user_name'])
User: I think there's still some confusion here! I'm just trying to see if it's okay for me to call you Cora. I don't want to change any names or anything like that. Can you just let me know if that's cool?
Chatbot: It seems like you're looking for something related to meta. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['change_ai_name', 'change_user_name', 'user_name'])
User: Okay, I think there's still a bit of a mix-up here. I'm not looking to change any names or anything like that. I just want to know if it's okay for me to call you Cora. Can you just let me know if that's cool?",4,True,successful_level2,clinc150
How can I get my physical card to work?,card_not_working,activate_my_card,0.9382970177019948,"User: How can I get my physical card to work?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there might be a misunderstanding. I was asking how to get my physical card to work. Like, is there something I need to activate or set up?
Chatbot: It seems like you're looking for something related to Physical Cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['activate_my_card', 'card_not_working', 'order_physical_card'])
User: I think I need help with activating my card. Can you guide me through that process?",2,False,problematic_level1,banking77
My transfer will not go through.,failed_transfer,failed_transfer,0.9000603503390174,"User: My transfer will not go through.
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['failed_transfer', 'beneficiary_not_allowed', 'declined_transfer'])
User: I'm not really sure what those options mean. My transfer just isn't going through, and I don't know why. Can you help me figure out what's going on?
Chatbot: It seems like you're looking for something related to Transfers. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['failed_transfer', 'beneficiary_not_allowed', 'declined_transfer'])
User: I already mentioned that my transfer isn't going through, and I don't really understand why. Can you help me figure out what's wrong? I don't know if it's a failed transfer or something else.",2,True,successful_level1,banking77
i want to hear my name,user_name,what_is_your_name,0.6753766243817018,"User: i want to hear my name
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up! I was trying to say that I want to hear my name, like maybe in a greeting or something. Can you help me with that?
Chatbot: There are a few things that might match: (['user_name', 'what_is_your_name', 'change_ai_name']). Could you clarify a bit more?
User: Sure! I think I’d like to go with ""user_name."" I just want to hear my name in a greeting or something like that. Can you help me with that?
Chatbot: There are a few things that might match: (['what_is_your_name', 'user_name', 'change_ai_name']). Could you clarify a bit more?
User: Okay, I think I get it now! I just want to hear a greeting that includes my name. So, can you just say something like ""Hello, [your name]!"" or something similar? I just want to feel like I'm being addressed directly.
Chatbot: There are a few things that might match: (['what_is_your_name', 'user_name']). Could you clarify a bit more?
User: I feel like we're going in circles here! I just want you to say ""Hello, [my name]!"" or something like that. Can you just give me a greeting that includes my name? It would really make my day!",4,False,problematic_level2,clinc150
how can i get my rewards for my master card,redeem_rewards,redeem_rewards,0.8776825398786582,"User: how can i get my rewards for my master card
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['rewards_balance', 'redeem_rewards', 'new_card'])
User: I'm mainly interested in how to redeem my rewards. Can you help me with that?
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['redeem_rewards', 'rewards_balance', 'new_card'])
User: I already mentioned I'm interested in redeeming my rewards. Can you just give me the steps or info on how to do that?",2,True,successful_level1,clinc150
How long will it take for my ID to verify?,unable_to_verify_identity,unknown,0.0,"User: How long will it take for my ID to verify?
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I was just asking how long it usually takes for my ID to get verified. Like, is it a few minutes, hours, or days? Just trying to get an idea of the wait time.
Chatbot: There are a few things that might match: (['verify_my_identity', 'unable_to_verify_identity', 'card_delivery_estimate']). Could you clarify a bit more?
User: Sure! I'm mainly interested in the ""verify_my_identity"" option. I just want to know how long it typically takes for my ID to be verified. Is it usually a quick process or does it take longer?
Chatbot: It seems like you're looking for something related to Verification. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity'])
User: I'm really just trying to find out how long the ID verification process usually takes. So, I guess ""verify_my_identity"" is the most relevant option for me. Can you give me an idea of the typical wait time for that?
Chatbot: It seems like you're looking for something related to Verification. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity'])
User: I feel like I've already been pretty clear about what I'm asking. I'm just trying to find out how long the ID verification process usually takes. Can you just give me a general idea of the wait time for that? Like, is it usually a few minutes, hours, or days?
Chatbot: It seems like you're looking for something related to Verification. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity'])
User: I feel like I've already explained what I'm looking for. I'm just trying to get a general idea of how long the ID verification process takes. Can you just give me a rough estimate? Like, is it usually a few minutes, hours, or days? I really just want to know what to expect.",5,False,problematic_level2,banking77
I transferred some money but I think it has gotten lost somewhere.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,0.7453263606078715,"User: I transferred some money but I think it has gotten lost somewhere.
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there might be a misunderstanding. I was saying that I transferred some money, but it seems like it hasn't gone through or something. Can you help me figure out where it might be?
Chatbot: There are a few things that might match: (['balance_not_updated_after_bank_transfer', 'transfer_not_received_by_recipient']). Could you clarify a bit more?
User: Sure! I think it might be the second option, ""transfer_not_received_by_recipient."" I sent the money a little while ago, and the person I sent it to hasn't received it yet. Can you help me figure out what might be going on?",2,False,problematic_level1,banking77
i'm trying to raise my credit score can you tell me what it is now,credit_score,credit_score,0.8771763890640109,"User: i'm trying to raise my credit score can you tell me what it is now
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I was asking if you could tell me what my current credit score is. I want to know where I stand before I start working on improving it.
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['credit_score', 'improve_credit_score', 'credit_limit_change'])
User: I appreciate the suggestions, but I'm really just trying to find out what my current credit score is. Can you help me with that?",2,True,successful_level1,clinc150
tell me the last day i can pay my gas bill,bill_due,bill_due,0.9343108935090692,"User: tell me the last day i can pay my gas bill
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I was just trying to find out the last day I can pay my gas bill before it’s considered late. Can you help me with that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pay_bill', 'bill_due', 'min_payment'])
User: I just want to know when my gas bill is due. So I guess ""bill_due"" would be the right option? Can you give me the date?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['bill_due', 'pay_bill', 'bill_balance'])
User: I already mentioned that I want to know when my gas bill is due. So ""bill_due"" is what I'm looking for. Can you just give me the due date?",3,True,successful_level2,clinc150
