query,true_intent,predicted_intent,confidence,interaction,num_interactions,is_correct,entropy_H,entropy_source,conflict_K,conflict_source,ignorance_pl_bel,entropy_threshold_used,conflict_threshold_used,hq_quadrant_raw,hq_quadrant,hq_goal,selection_category
text jeff and tell him to pay the bill,text,text,0.9358302219884056,"User: text jeff and tell him to pay the bill
Chatbot: There are a few things that might match: (['text', 'pay_bill']). Could you clarify a bit more?
User: Sure! I just want to send a text message to Jeff reminding him to pay the bill. Can you help me with that?
Chatbot: There are a few things that might match: (['text', 'pay_bill']). Could you clarify a bit more?
User: I already told you! I just want to send a text to Jeff reminding him to pay the bill. Can you help me with that?
Chatbot: There are a few things that might match: (['text', 'pay_bill']). Could you clarify a bit more?
User: I feel like I've already explained it, but okay! I just want to send a quick text to Jeff that says something like, ""Hey Jeff, don't forget to pay the bill!"" Can you help me with that?
Chatbot: There are a few things that might match: (['text', 'pay_bill']). Could you clarify a bit more?
User: I feel like I've already explained it a few times! I just want to send a text to Jeff that says, ""Hey Jeff, don't forget to pay the bill!"" Can you help me with that? If you need me to choose something, just let me know what options you have!",4,True,0.3437796631462177,confidence_binary_entropy_proxy,0.0641697780115944,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
"i need to order some new checks, i'm all out of them",order_checks,order_checks,0.977285611481278,"User: i need to order some new checks, i'm all out of them
Chatbot: There are a few things that might match: (['order_checks', 'order']). Could you clarify a bit more?
User: Sure! I just want to order some new checks. Can you help me with that? I need to know how to go about it or if there's a specific process I should follow.
Chatbot: There are a few things that might match: (['order_checks', 'order']). Could you clarify a bit more?
User: I already mentioned that I want to order new checks. Can you just tell me what steps I need to take to do that? Do I need to go online or call someone?",2,True,0.15642114438661242,confidence_binary_entropy_proxy,0.022714388518721984,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
when can i expect meal of salmon to be finished,cook_time,cook_time,0.9400931355455702,"User: when can i expect meal of salmon to be finished
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I was asking how long it usually takes to cook a meal with salmon. Like, if I put it in the oven or on the grill, how long should I expect it to take?
Chatbot: It seems like you're looking for something related to kitchen_and_dining. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['cook_time', 'food_last', 'how_busy'])
User: I just want to know how long it usually takes to cook salmon, like if I bake it or grill it. So I guess ""cook_time"" would be the right option?",2,True,0.32707509484269304,confidence_binary_entropy_proxy,0.05990686445442983,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
clear my calendar for february 29th,calendar_update,calendar_update,0.945573108595182,"User: clear my calendar for february 29th
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['calendar_update', 'calendar', 'todo_list_update'])
User: I just want to clear my calendar for February 29th. Can you help me with that?
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['calendar_update', 'calendar', 'todo_list_update'])
User: Okay, I think there's a misunderstanding here. I just want to clear my calendar for February 29th. Can you help me with that directly? I don't need suggestions about home or anything else.
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['calendar_update', 'calendar', 'todo_list_update'])
User: Okay, this is getting a bit frustrating. I just want to clear my calendar for February 29th. Can you please help me with that? I don't need suggestions or anything else. Just need to clear that date!",3,True,0.30491243021298403,confidence_binary_entropy_proxy,0.054426891404818045,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
my bill shows a purchase from payless shoes but i didn't buy anything,report_fraud,report_fraud,0.9603461636746246,"User: my bill shows a purchase from payless shoes but i didn't buy anything
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a misunderstanding. I was saying that my bill has a charge from Payless Shoes, but I didn’t make that purchase. Can you help me figure out what’s going on?
Chatbot: There are a few things that might match: (['pay_bill', 'transactions', 'card_declined']). Could you clarify a bit more?
User: Sure! I’m mainly concerned about the transaction that I didn’t make. It’s showing up on my bill as a charge from Payless Shoes, and I want to know how to dispute that or find out more about it. Can you help me with that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pay_bill', 'bill_balance', 'report_fraud'])
User: I appreciate the options, but I'm really just trying to dispute that charge from Payless Shoes. It feels like fraud since I didn’t make that purchase. Can you help me with the process for reporting that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['report_fraud', 'pay_bill', 'transactions'])
User: I really just want to report the fraud charge from Payless Shoes. So I guess I’d choose 'report_fraud'. Can you guide me through that process?",4,True,0.24070278436093684,confidence_binary_entropy_proxy,0.03965383632537545,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
clear my calendar on feb 28,calendar_update,calendar_update,0.958715503546388,"User: clear my calendar on feb 28
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['calendar_update', 'calendar', 'todo_list_update'])
User: I just want to clear my calendar for February 28th. Can you help me with that?
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['calendar_update', 'calendar', 'todo_list_update'])
User: I just want to clear my calendar for February 28th. Can you help me with that? I'm not looking for anything else.",2,True,0.24815087597073276,confidence_binary_entropy_proxy,0.041284496453611985,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
how many more miles can i drive on my current tank,gas,gas,0.9513312498006244,"User: how many more miles can i drive on my current tank
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I was just trying to find out how many more miles I can drive before I need to refuel. Like, is there a way to check that based on my current fuel level?
Chatbot: It seems like you're looking for something related to auto_and_commute. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['gas', 'mpg', 'tire_change'])
User: I guess I’m mostly interested in the gas part. Like, how can I figure out how many miles I can still drive based on how much gas I have left? Is there a way to calculate that?
Chatbot: It seems like you're looking for something related to auto_and_commute. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['gas', 'mpg', 'gas_type'])
User: I already mentioned I'm interested in gas. I just want to know how to calculate how many more miles I can drive based on my current fuel level. Can you help me with that?
Chatbot: It seems like you're looking for something related to auto_and_commute. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['gas', 'mpg', 'gas_type'])
User: I already told you I'm interested in gas! I just want to know how to calculate how many more miles I can drive based on how much gas I have left in my tank. Can you please help me with that?",4,True,0.2807147616128242,confidence_binary_entropy_proxy,0.048668750199375554,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
walk me through the process of scheduling a meeting,schedule_meeting,schedule_meeting,0.955414978275243,"User: walk me through the process of scheduling a meeting
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up! I was asking how to schedule a meeting. Can you help me with the steps or options I need to consider?
Chatbot: It seems like you're looking for something related to work. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['schedule_meeting', 'meeting_schedule', 'pto_request'])
User: I appreciate the suggestions, but I'm really just trying to figure out how to schedule a meeting. Can you give me a step-by-step guide on that? Like, what tools or platforms I should use, and what info I need to have ready? Thanks!",2,True,0.26293311655100576,confidence_binary_entropy_proxy,0.04458502172475698,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q1_Simple_Task,Q1_Simple_Task,Immediate_action,high_interaction_successful_q1_simple_task
i would you like to learn something interesting about bees,fun_fact,fun_fact,0.8257274730375254,"User: i would you like to learn something interesting about bees
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I was just trying to share something cool about bees! Did you know that bees can recognize human faces? It's pretty fascinating! What do you think?
Chatbot: It seems like you're looking for something related to small_talk. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['fun_fact', 'what_can_i_ask_you', 'what_is_your_name'])
User: I appreciate the suggestions, but I was just trying to share that cool fact about bees! It's amazing how they can recognize human faces. Do you have any other interesting facts about bees or maybe something else related to nature?",2,True,0.667385802311977,confidence_binary_entropy_proxy,0.17427252696247464,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
how can i claim my rewards for my visa card,redeem_rewards,redeem_rewards,0.9174919565316146,"User: how can i claim my rewards for my visa card
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['redeem_rewards', 'rewards_balance', 'new_card'])
User: I'm mainly interested in how to redeem my rewards. Can you help me with that?
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['redeem_rewards', 'rewards_balance', 'new_card'])
User: I already told you I'm interested in redeeming my rewards! Can you just give me the steps or info on how to do that?",2,True,0.41095536532770083,confidence_binary_entropy_proxy,0.08250804346838536,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
i need reviews for places serving tacos in chicago,restaurant_suggestion,restaurant_suggestion,0.9180318000644276,"User: i need reviews for places serving tacos in chicago
Chatbot: It seems like you're looking for something related to kitchen_and_dining. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['restaurant_reviews', 'restaurant_suggestion', 'meal_suggestion'])
User: I'm just looking for some good taco places in Chicago! Can you give me some reviews or suggestions for restaurants that serve tacos? Thanks!
Chatbot: It seems like you're looking for something related to kitchen_and_dining. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['restaurant_suggestion', 'restaurant_reviews', 'meal_suggestion'])
User: I just want some good taco places in Chicago! Can you give me some recommendations or reviews for restaurants that serve tacos? I'm really craving some!
Chatbot: It seems like you're looking for something related to kitchen_and_dining. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['restaurant_suggestion', 'restaurant_reviews', 'meal_suggestion'])
User: Okay, I get that you're trying to help, but I'm really just looking for some good taco places in Chicago. Can you just give me some recommendations or reviews? I don't need to choose between options, just some solid taco spots would be great! Thanks!",3,True,0.409076578526245,confidence_binary_entropy_proxy,0.08196819993557236,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
"i heard some woman say she was going to yerd me, what's that mean",definition,definition,0.8633712557107768,"User: i heard some woman say she was going to yerd me, what's that mean
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think you might have misunderstood me. I was asking about what it means when someone says they’re going to ""yerd"" me. I heard a woman say that, and I’m just curious about it. Do you know what ""yerd"" means?
Chatbot: There are a few things that might match: (['definition', 'repeat']). Could you clarify a bit more?
User: I’m not really sure what you mean by ""definition"" or ""repeat."" I just want to know what ""yerd"" means. Is it slang or something? I’ve never heard it before, and I’m curious if it’s something I should be worried about or just a random word.
Chatbot: There are a few things that might match: (['definition', 'repeat']). Could you clarify a bit more?
User: I’m not sure what you mean by that. I just want to know what ""yerd"" means. Is it a slang term or something? I heard someone say it, and I’m just curious if it’s something I should be concerned about or if it’s just a random word. Can you help me out?
Chatbot: There are a few things that might match: (['definition', 'repeat']). Could you clarify a bit more?
User: I’m not sure what you mean by that. I just want to know what ""yerd"" means. Is it a slang term or something? I heard someone say it, and I’m just curious if it’s something I should be concerned about or if it’s just a random word. Can you help me out?",4,True,0.5753412407153756,confidence_binary_entropy_proxy,0.13662874428922323,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
i don't want to forget to call mom,reminder_update,reminder_update,0.7793944605989923,"User: i don't want to forget to call mom
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there’s been a mix-up! I just want to make sure I remember to call my mom. Can you help me set a reminder or something?
Chatbot: There are a few things that might match: (['reminder_update', 'make_call']). Could you clarify a bit more?
User: Sure! I just want to set a reminder to call my mom. Can you help me with that? Like, I want to make sure I don’t forget to do it later.",2,True,0.7612716597309013,confidence_binary_entropy_proxy,0.2206055394010077,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
get me directions to phoenix,directions,directions,0.6823439132499284,"User: get me directions to phoenix
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think there was a misunderstanding. I just want directions to Phoenix. Can you help me with that? Like, how do I get there from where I am?
Chatbot: It seems like you're looking for something related to auto_and_commute. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['directions', 'distance', 'current_location'])
User: I just need directions to Phoenix, please. Can you help me with that?",2,True,0.9018143030333277,confidence_binary_entropy_proxy,0.3176560867500716,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
what time is it in the greenwich timezone,time,time,0.7122605907241893,"User: what time is it in the greenwich timezone
Chatbot: There are a few things that might match: (['timezone', 'time']). Could you clarify a bit more?
User: Sure! I just want to know what the current time is in the Greenwich timezone. Can you help me with that?
Chatbot: There are a few things that might match: (['time', 'timezone']). Could you clarify a bit more?
User: I just want to know the current time in the Greenwich timezone, like GMT or UTC. Can you give me that info?",2,True,0.8657831609057947,confidence_binary_entropy_proxy,0.28773940927581065,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
tell me the last day i can pay my gas bill,bill_due,bill_due,0.8890151373607512,"User: tell me the last day i can pay my gas bill
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I was just trying to find out the last day I can pay my gas bill before it’s considered late. Can you help me with that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['pay_bill', 'bill_due', 'min_payment'])
User: I just want to know when my gas bill is due. So I guess ""bill_due"" would be the right option? Can you give me the last day I can pay it before it’s late?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['bill_due', 'pay_bill', 'min_payment'])
User: I already mentioned that I want to know when my gas bill is due. So ""bill_due"" is what I'm looking for. Can you just tell me the last day I can pay it before it’s considered late?",3,True,0.5028794729110433,confidence_binary_entropy_proxy,0.11098486263924878,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
i need hot dogs added to my shopping list please,shopping_list_update,shopping_list_update,0.9253760579719827,"User: i need hot dogs added to my shopping list please
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['shopping_list_update', 'order', 'shopping_list'])
User: I just want to add hot dogs to my shopping list. Can you help me with that?
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['shopping_list_update', 'order', 'shopping_list'])
User: I just want to add hot dogs to my shopping list. Can you please help me with that? Just need to get them on there!
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['shopping_list_update', 'order', 'shopping_list'])
User: Okay, I get that you're trying to help, but I just want to add hot dogs to my shopping list. Can you just do that for me? I don't need to choose between options or anything. Just hot dogs, please!
Chatbot: It seems like you're looking for something related to home. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['shopping_list_update', 'order', 'shopping_list'])
User: Okay, I think there's a misunderstanding here. I just want to add hot dogs to my shopping list. Can you please just do that? I don't need to choose between options or anything. Just hot dogs, that's it!",4,True,0.3829470527252559,confidence_binary_entropy_proxy,0.07462394202801725,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
how do i adjust my credit limit,credit_limit_change,credit_limit_change,0.9108750282808532,"User: how do i adjust my credit limit
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['credit_limit_change', 'improve_credit_score', 'credit_limit'])
User: I just want to know how to change my credit limit. Can you help me with that?
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['credit_limit_change', 'improve_credit_score', 'credit_limit'])
User: I already told you I want to change my credit limit! Can you just give me the steps or tell me how to do that?
Chatbot: It seems like you're looking for something related to credit_cards. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['credit_limit_change', 'improve_credit_score', 'credit_limit'])
User: I already told you I want to change my credit limit! Can you just give me the steps to do that? This is getting a bit frustrating.",3,True,0.4335423231388141,confidence_binary_entropy_proxy,0.0891249717191468,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
my account shows a transaction that i didn't make from foot locker,report_fraud,report_fraud,0.8957978864672063,"User: my account shows a transaction that i didn't make from foot locker
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['transactions', 'report_fraud', 'account_blocked'])
User: I want to report fraud. I definitely didn't make that transaction at Foot Locker. Can you help me with that?
Chatbot: It seems like you're looking for something related to banking. Could you clarify which specific thing you're interested in? Here are a few suggestions: (['report_fraud', 'transactions', 'account_blocked'])
User: I already told you I want to report fraud! I didn't make that transaction at Foot Locker. Can you please help me with the fraud report process?",2,True,0.4821761773772648,confidence_binary_entropy_proxy,0.10420211353279374,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
what kind of things do i have to do today,todo_list,todo_list,0.8958031580318105,"User: what kind of things do i have to do today
Chatbot: I'm not entirely sure what you're asking. Could you rephrase your question a bit?
User: I think you might be confused. I was just asking what I need to do today. Like, do I have any tasks or appointments? Can you help me figure that out?
Chatbot: There are a few things that might match: (['todo_list', 'what_can_i_ask_you']). Could you clarify a bit more?
User: Sure! I think I need help with my to-do list. Can you show me what tasks or appointments I have for today?",2,True,0.4821598153397426,confidence_binary_entropy_proxy,0.10419684196818946,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
what time is it in the mountain timezone,time,time,0.8785399768509432,"User: what time is it in the mountain timezone
Chatbot: There are a few things that might match: (['time', 'timezone']). Could you clarify a bit more?
User: Sure! I just want to know what the current time is in the Mountain Time Zone. Can you help me with that?
Chatbot: There are a few things that might match: (['time', 'timezone']). Could you clarify a bit more?
User: I already mentioned that I want to know the current time in the Mountain Time Zone. Can you just give me the time, please?",2,True,0.5335431461296125,confidence_binary_entropy_proxy,0.1214600231490568,one_minus_confidence_proxy,,0.35,0.5827706741839701,Q3_Vague_Task,Q3_Vague_Task,Information_gain,high_interaction_successful_q3_vague_task
